lvis_row,cat_id,name,ram_row,ram_tag,bucket,frequency,target,threshold,subset_total,num_positives,num_negatives,TP,FP,TN,FN,precision,recall,target_met,best_precision,reason
818,819,platter,3103,platter,medium,c,0.85,0.365,100,50,50,34,6,44,16,0.85,0.68,1,0.8636,ok
819,820,playpen,3121,playpen,weak,r,0.85,,,3,,,,,,,,0,,low_gt
820,821,pliers,3124,plier,medium,c,0.85,,56,28,28,,,,,,,0,0.5897,unreachable
821,822,plow_(farm_equipment),3126,plow,weak,r,0.85,,,10,,,,,,,,0,,low_gt
822,823,plume,3132,plume,weak,r,0.85,,,5,,,,,,,,0,,low_gt
823,824,pocket_watch,3135,pocket watch,weak,r,0.85,,,5,,,,,,,,0,,low_gt
824,825,pocketknife,3136,pocketknife,medium,c,0.85,,,18,,,,,,,,0,,low_gt
825,826,poker_(fire_stirring_tool),3926,poker,medium,c,0.85,,,14,,,,,,,,0,,low_gt
826,827,pole,3146,pole,high,f,0.85,,3780,1890,1890,,,,,,,0,0.8182,unreachable
827,828,polo_shirt,3158,polo shirt,high,f,0.85,,1320,660,660,,,,,,,0,0.8448,unreachable
828,829,poncho,3161,poncho,weak,r,0.85,,,8,,,,,,,,0,,low_gt
829,830,pony,1033,pony,medium,c,0.85,0.34,50,25,25,22,2,23,3,0.9167,0.88,1,1.0,ok
830,831,pool_table,429,billiard table,weak,r,0.85,,,10,,,,,,,,0,,low_gt
831,832,pop_(soda),3166,pop,high,f,0.85,,436,218,218,,,,,,,0,0.8333,unreachable
832,833,postbox_(public),,,medium,c,0.85,,,,,,,,,,,0,,unmapped
833,834,postcard,3186,postcard,medium,c,0.85,,,16,,,,,,,,0,,low_gt
834,835,poster,3187,poster,high,f,0.85,0.365,1616,808,808,34,5,803,774,0.8718,0.0421,1,0.9333,ok
835,836,pot,3189,pot,high,f,0.85,,958,479,479,,,,,,,0,0.8421,unreachable
836,837,flowerpot,,,high,f,0.85,,,,,,,,,,,0,,unmapped
837,838,potato,3190,potato,high,f,0.85,0.365,614,307,307,137,21,286,170,0.8671,0.4463,1,0.875,ok
838,839,potholder,3193,potholder,medium,c,0.85,,114,57,57,,,,,,,0,0.6667,unreachable
839,840,pottery,955,pottery,medium,c,0.85,0.31,56,28,28,25,4,24,3,0.8621,0.8929,1,1.0,ok
840,841,pouch,3195,pouch,medium,c,0.85,,160,80,80,,,,,,,0,0.7273,unreachable
841,842,power_shovel,1317,excavator,medium,c,0.85,,,11,,,,,,,,0,,low_gt
842,843,prawn,3670,shrimp,medium,c,0.85,0.34,184,92,92,82,14,78,10,0.8542,0.8913,1,1.0,ok
843,844,pretzel,3215,pretzel,medium,c,0.85,,,20,,,,,,,,0,,low_gt
844,845,printer,3220,printer,high,f,0.85,0.355,388,194,194,172,25,169,22,0.8731,0.8866,1,1.0,ok
845,846,projectile_(weapon),2656,missile,medium,c,0.85,0.34,46,23,23,23,4,19,0,0.8519,1.0,1,1.0,ok
846,847,projector,3230,projector,medium,c,0.85,0.33,104,52,52,47,7,45,5,0.8704,0.9038,1,1.0,ok
847,848,propeller,3233,propeller,high,f,0.85,0.34,1346,673,673,639,97,576,34,0.8682,0.9495,1,1.0,ok
848,849,prune,,,weak,r,0.85,,,,,,,,,,,0,,unmapped
849,850,pudding,3242,pudding,weak,r,0.85,,,2,,,,,,,,0,,low_gt
850,851,puffer_(fish),479,blowfish,weak,r,0.85,,,1,,,,,,,,0,,low_gt
851,852,puffin,3245,puffin,weak,r,0.85,,,2,,,,,,,,0,,low_gt
852,853,pug-dog,,,weak,r,0.85,,,,,,,,,,,0,,unmapped
853,854,pumpkin,3251,pumpkin,medium,c,0.85,0.36,160,80,80,21,2,78,59,0.913,0.2625,1,1.0,ok
854,855,puncher,,,weak,r,0.85,,,,,,,,,,,0,,unmapped
855,856,puppet,2576,puppet,weak,r,0.85,,,3,,,,,,,,0,,low_gt
856,857,puppy,,,medium,c,0.85,,,,,,,,,,,0,,unmapped
857,858,quesadilla,3270,quesadilla,weak,r,0.85,,,2,,,,,,,,0,,low_gt
858,859,quiche,3272,quiche,weak,r,0.85,,,10,,,,,,,,0,,low_gt
859,860,quilt,3273,quilt,high,f,0.85,0.315,772,386,386,344,50,336,42,0.8731,0.8912,1,1.0,ok
860,861,rabbit,3276,rabbit,medium,c,0.85,0.355,130,65,65,27,3,62,38,0.9,0.4154,1,1.0,ok
861,862,race_car,3281,race car,weak,r,0.85,,,3,,,,,,,,0,,low_gt
862,863,racket,3282,racket,medium,c,0.85,0.36,70,35,35,12,1,34,23,0.9231,0.3429,1,1.0,ok
863,864,radar,3283,radar,weak,r,0.85,,,5,,,,,,,,0,,low_gt
864,865,radiator,3284,radiator,high,f,0.85,0.345,360,180,180,109,19,161,71,0.8516,0.6056,1,1.0,ok
865,866,radio_receiver,3285,radio,medium,c,0.85,0.38,198,99,99,11,0,99,88,1.0,0.1111,1,1.0,ok
866,867,radish,1251,daikon,medium,c,0.85,0.345,98,49,49,42,6,43,7,0.875,0.8571,1,1.0,ok
867,868,raft,3286,raft,medium,c,0.85,0.345,56,28,28,24,3,25,4,0.8889,0.8571,1,1.0,ok
868,869,rag_doll,3287,rag doll,weak,r,0.85,,,1,,,,,,,,0,,low_gt
869,870,raincoat,3298,raincoat,medium,c,0.85,0.36,104,52,52,24,3,49,28,0.8889,0.4615,1,1.0,ok
870,871,ram_(animal),3303,ram,medium,c,0.85,0.365,72,36,36,26,3,33,10,0.8966,0.7222,1,1.0,ok
871,872,raspberry,3308,raspberry,medium,c,0.85,0.355,140,70,70,43,5,65,27,0.8958,0.6143,1,1.0,ok
872,873,rat,3309,rat,weak,r,0.85,,,6,,,,,,,,0,,low_gt
873,874,razorblade,,,medium,c,0.85,,,,,,,,,,,0,,unmapped
874,875,reamer_(juicer),3318,reamer,medium,c,0.85,,48,24,24,,,,,,,0,0.625,unreachable
875,876,rearview_mirror,3322,rearview mirror,high,f,0.85,0.355,2230,1115,1115,324,51,1064,791,0.864,0.2906,1,1.0,ok
876,877,receipt,3323,receipt,medium,c,0.85,0.315,122,61,61,36,6,55,25,0.8571,0.5902,1,1.0,ok
877,878,recliner,,,medium,c,0.85,,,,,,,,,,,0,,unmapped
878,879,record_player,3030,record player,medium,c,0.85,,,18,,,,,,,,0,,low_gt
879,880,reflector,3348,reflector,high,f,0.85,,1330,665,665,,,,,,,0,0.6429,unreachable
880,881,remote_control,,,high,f,0.85,,,,,,,,,,,0,,unmapped
881,882,rhinoceros,3382,rhinoceros,medium,c,0.85,0.34,58,29,29,25,3,26,4,0.8929,0.8621,1,1.0,ok
882,883,rib_(food),3384,rib,weak,r,0.85,,,8,,,,,,,,0,,low_gt
883,884,rifle,3392,rifle,medium,c,0.85,,,14,,,,,,,,0,,low_gt
884,885,ring,3394,ring,high,f,0.85,,3244,1622,1622,,,,,,,0,0.8182,unreachable
885,886,river_boat,3401,river boat,weak,r,0.85,,,2,,,,,,,,0,,low_gt
886,887,road_map,,,weak,r,0.85,,,,,,,,,,,0,,unmapped
887,888,robe,3409,robe,medium,c,0.85,0.365,64,32,32,7,1,31,25,0.875,0.2188,1,0.875,ok
888,889,rocking_chair,3423,rocking chair,medium,c,0.85,0.335,110,55,55,42,6,49,13,0.875,0.7636,1,1.0,ok
889,890,rodent,3425,rodent,weak,r,0.85,,,1,,,,,,,,0,,low_gt
890,891,roller_skate,3432,roller skate,weak,r,0.85,,,10,,,,,,,,0,,low_gt
891,892,Rollerblade,,,weak,r,0.85,,,,,,,,,,,0,,unmapped
892,893,rolling_pin,3434,rolling pin,medium,c,0.85,,94,47,47,,,,,,,0,0.5714,unreachable
893,894,root_beer,3442,root beer,weak,r,0.85,,,3,,,,,,,,0,,low_gt
894,895,router_(computer_equipment),3450,router,medium,c,0.85,0.34,58,29,29,29,4,25,0,0.8788,1.0,1,1.0,ok
895,896,rubber_band,1474,elastic band,high,f,0.85,,684,342,342,,,,,,,0,0.6333,unreachable
896,897,runner_(carpet),3466,runner,medium,c,0.85,,50,25,25,,,,,,,0,0.6667,unreachable
897,898,plastic_bag,2921,paper bag,high,f,0.85,0.395,2938,1469,1469,6,1,1468,1463,0.8571,0.0041,1,0.8571,ok
898,899,saddle_(on_an_animal),3473,saddle,high,f,0.85,0.345,1042,521,521,479,73,448,42,0.8678,0.9194,1,1.0,ok
899,900,saddle_blanket,2133,horse blanket,high,f,0.85,0.335,694,347,347,299,45,302,48,0.8692,0.8617,1,0.9333,ok
900,901,saddlebag,3474,saddlebag,medium,c,0.85,0.345,70,35,35,18,3,32,17,0.8571,0.5143,1,0.9167,ok
901,902,safety_pin,,,weak,r,0.85,,,,,,,,,,,0,,unmapped
902,903,sail,3479,sail,high,f,0.85,0.335,414,207,207,201,29,178,6,0.8739,0.971,1,1.0,ok
903,904,salad,3485,salad,high,f,0.85,0.345,216,108,108,106,18,90,2,0.8548,0.9815,1,1.0,ok
904,905,salad_plate,3486,salad bowl,weak,r,0.85,,,2,,,,,,,,0,,low_gt
905,906,salami,3488,salami,medium,c,0.85,0.34,68,34,34,32,4,30,2,0.8889,0.9412,1,1.0,ok
906,907,salmon_(fish),,,medium,c,0.85,,,,,,,,,,,0,,unmapped
907,908,salmon_(food),,,weak,r,0.85,,,,,,,,,,,0,,unmapped
908,909,salsa,3492,salsa,medium,c,0.85,,,13,,,,,,,,0,,low_gt
909,910,saltshaker,,,high,f,0.85,,,,,,,,,,,0,,unmapped
910,911,sandal_(type_of_shoe),3506,sandal,high,f,0.85,0.385,2046,1023,1023,19,3,1020,1004,0.8636,0.0186,1,0.8636,ok
911,912,sandwich,3507,sandwich,high,f,0.85,0.355,1564,782,782,761,116,666,21,0.8677,0.9731,1,1.0,ok
912,913,satchel,3515,satchel,weak,r,0.85,,,2,,,,,,,,0,,low_gt
913,914,saucepan,,,weak,r,0.85,,,,,,,,,,,0,,unmapped
914,915,saucer,3519,saucer,high,f,0.85,0.375,494,247,247,34,4,243,213,0.8947,0.1377,1,1.0,ok
915,916,sausage,3521,sausage,high,f,0.85,0.355,442,221,221,204,31,190,17,0.8681,0.9231,1,1.0,ok
916,917,sawhorse,3524,sawbuck,weak,r,0.85,,,4,,,,,,,,0,,low_gt
917,918,saxophone,,,weak,r,0.85,,,,,,,,,,,0,,unmapped
918,919,scale_(measuring_instrument),3528,scale,high,f,0.85,,316,158,158,,,,,,,0,0.5833,unreachable
919,920,scarecrow,3532,strawman,weak,r,0.85,,,3,,,,,,,,0,,low_gt
920,921,scarf,3533,scarf,high,f,0.85,0.39,1504,752,752,6,1,751,746,0.8571,0.008,1,0.8571,ok
921,922,school_bus,3538,school bus,medium,c,0.85,0.325,128,64,64,56,9,55,8,0.8615,0.875,1,1.0,ok
922,923,scissors,3546,scissors,high,f,0.85,0.355,1414,707,707,459,72,635,248,0.8644,0.6492,1,1.0,ok
923,924,scoreboard,3552,scoreboard,high,f,0.85,0.345,286,143,143,83,14,129,60,0.8557,0.5804,1,1.0,ok
924,925,scraper,3557,scraper,weak,r,0.85,,,1,,,,,,,,0,,low_gt
925,926,screwdriver,3563,screwdriver,medium,c,0.85,0.34,98,49,49,29,4,45,20,0.8788,0.5918,1,1.0,ok
926,927,scrubbing_brush,3566,scrubbing brush,high,f,0.85,,252,126,126,,,,,,,0,0.8182,unreachable
927,928,sculpture,3568,sculpture,medium,c,0.85,0.34,152,76,76,52,6,70,24,0.8966,0.6842,1,1.0,ok
928,929,seabird,3576,seabird,medium,c,0.85,,,11,,,,,,,,0,,low_gt
929,930,seahorse,3578,seahorse,medium,c,0.85,,,11,,,,,,,,0,,low_gt
930,931,seaplane,2177,seaplane,weak,r,0.85,,,4,,,,,,,,0,,low_gt
931,932,seashell,3581,seashell,medium,c,0.85,0.36,78,39,39,6,1,38,33,0.8571,0.1538,1,1.0,ok
932,933,sewing_machine,3603,sewing machine,medium,c,0.85,,,11,,,,,,,,0,,low_gt
933,934,shaker,3606,shaker,medium,c,0.85,,,13,,,,,,,,0,,low_gt
934,935,shampoo,3607,shampoo,medium,c,0.85,0.365,182,91,91,54,7,84,37,0.8852,0.5934,1,1.0,ok
935,936,shark,3610,shark,medium,c,0.85,,,14,,,,,,,,0,,low_gt
936,937,sharpener,3611,sharpener,weak,r,0.85,,,5,,,,,,,,0,,low_gt
937,938,Sharpie,3612,sharpie,weak,r,0.85,,,3,,,,,,,,0,,low_gt
938,939,shaver_(electric),3613,shaver,weak,r,0.85,,,10,,,,,,,,0,,low_gt
939,940,shaving_cream,3614,shaving cream,medium,c,0.85,,,18,,,,,,,,0,,low_gt
940,941,shawl,3615,shawl,weak,r,0.85,,,9,,,,,,,,0,,low_gt
941,942,shears,3617,shears,weak,r,0.85,,,6,,,,,,,,0,,low_gt
942,943,sheep,3618,sheep,high,f,0.85,0.325,1902,951,951,937,160,791,14,0.8541,0.9853,1,1.0,ok
943,944,shepherd_dog,1028,sheepdog,weak,r,0.85,,,2,,,,,,,,0,,low_gt
944,945,sherbert,3627,sherbert,weak,r,0.85,,,1,,,,,,,,0,,low_gt
945,946,shield,605,shield,medium,c,0.85,,,19,,,,,,,,0,,low_gt
946,947,shirt,3634,shirt,high,f,0.85,,3884,1942,1942,,,,,,,0,0.8,unreachable
947,948,shoe,3637,shoe,high,f,0.85,0.385,3832,1916,1916,87,15,1901,1829,0.8529,0.0454,1,0.8529,ok
948,949,shopping_bag,3647,shopping bag,high,f,0.85,0.33,278,139,139,79,13,126,60,0.8587,0.5683,1,1.0,ok
949,950,shopping_cart,3649,shopping cart,medium,c,0.85,0.33,86,43,43,31,5,38,12,0.8611,0.7209,1,1.0,ok
950,951,short_pants,3656,shorts,high,f,0.85,0.39,3938,1969,1969,48,8,1961,1921,0.8571,0.0244,1,0.8621,ok
951,952,shot_glass,3657,shot glass,weak,r,0.85,,,5,,,,,,,,0,,low_gt
952,953,shoulder_bag,3660,shoulder bag,high,f,0.85,0.365,268,134,134,10,1,133,124,0.9091,0.0746,1,1.0,ok
953,954,shovel,3661,shovel,medium,c,0.85,0.38,148,74,74,6,1,73,68,0.8571,0.0811,1,0.8571,ok
954,955,shower_head,3667,shower head,high,f,0.85,0.335,762,381,381,354,55,326,27,0.8655,0.9291,1,0.9603,ok
955,956,shower_cap,3664,shower cap,weak,r,0.85,,,1,,,,,,,,0,,low_gt
956,957,shower_curtain,3665,shower curtain,high,f,0.85,0.32,762,381,381,377,61,320,4,0.8607,0.9895,1,1.0,ok
957,958,shredder_(for_paper),3668,shredder,weak,r,0.85,,,6,,,,,,,,0,,low_gt
958,959,signboard,,,high,f,0.85,,,,,,,,,,,0,,unmapped
959,960,silo,3689,silo,medium,c,0.85,0.355,56,28,28,20,2,26,8,0.9091,0.7143,1,1.0,ok
960,961,sink,3696,sink,high,f,0.85,0.36,3270,1635,1635,1570,248,1387,65,0.8636,0.9602,1,1.0,ok
961,962,skateboard,3701,skateboard,high,f,0.85,0.335,3934,1967,1967,1900,291,1676,67,0.8672,0.9659,1,1.0,ok
962,963,skewer,3707,skewer,medium,c,0.85,,,16,,,,,,,,0,,low_gt
963,964,ski,3708,ski,high,f,0.85,0.33,3852,1926,1926,1914,305,1621,12,0.8626,0.9938,1,1.0,ok
964,965,ski_boot,3709,ski boot,high,f,0.85,0.325,3578,1789,1789,1781,314,1475,8,0.8501,0.9955,1,1.0,ok
965,966,ski_parka,3711,ski jacket,high,f,0.85,0.315,802,401,401,399,64,337,2,0.8618,0.995,1,0.9537,ok
966,967,ski_pole,3713,ski pole,high,f,0.85,0.33,3936,1968,1968,1959,299,1669,9,0.8676,0.9954,1,0.9794,ok
967,968,skirt,,,high,f,0.85,,,,,,,,,,,0,,unmapped
968,969,skullcap,3720,skullcap,weak,r,0.85,,,1,,,,,,,,0,,low_gt
969,970,sled,3728,sleigh,medium,c,0.85,0.345,112,56,56,54,9,47,2,0.8571,0.9643,1,1.0,ok
970,971,sleeping_bag,3730,sleeping bag,medium,c,0.85,,,17,,,,,,,,0,,low_gt
971,972,sling_(bandage),3736,sling,weak,r,0.85,,,1,,,,,,,,0,,low_gt
972,973,slipper_(footwear),755,slipper,medium,c,0.85,0.355,116,58,58,33,5,53,25,0.8684,0.569,1,1.0,ok
973,974,smoothie,,,weak,r,0.85,,,,,,,,,,,0,,unmapped
974,975,snake,3749,snake,weak,r,0.85,,,8,,,,,,,,0,,low_gt
975,976,snowboard,3715,snowboard,high,f,0.85,0.315,2248,1124,1124,1118,181,943,6,0.8607,0.9947,1,1.0,ok
976,977,snowman,3761,snowman,medium,c,0.85,0.325,62,31,31,26,4,27,5,0.8667,0.8387,1,1.0,ok
977,978,snowmobile,3762,snowmobile,medium,c,0.85,,,16,,,,,,,,0,,low_gt
978,979,soap,3766,soap,high,f,0.85,0.36,982,491,491,225,35,456,266,0.8654,0.4582,1,0.9355,ok
979,980,soccer_ball,,,high,f,0.85,,,,,,,,,,,0,,unmapped
980,981,sock,3771,sock,high,f,0.85,,3890,1945,1945,,,,,,,0,0.6667,unreachable
981,982,sofa,1141,couch,high,f,0.85,0.34,3798,1899,1899,1667,269,1630,232,0.8611,0.8778,1,1.0,ok
982,983,softball,3774,softball,weak,r,0.85,,,5,,,,,,,,0,,low_gt
983,984,solar_array,3776,solar battery,medium,c,0.85,0.35,56,28,28,9,1,27,19,0.9,0.3214,1,0.9,ok
984,985,sombrero,3780,sombrero,weak,r,0.85,,,7,,,,,,,,0,,low_gt
985,986,soup,3783,soup,high,f,0.85,0.37,292,146,146,141,24,122,5,0.8545,0.9658,1,1.0,ok
986,987,soup_bowl,3784,soup bowl,weak,r,0.85,,,1,,,,,,,,0,,low_gt
987,988,soupspoon,3785,soupspoon,medium,c,0.85,,50,25,25,,,,,,,0,0.8182,unreachable
988,989,sour_cream,3786,sour cream,medium,c,0.85,,44,22,22,,,,,,,0,0.5714,unreachable
989,990,soya_milk,3788,soybean milk,weak,r,0.85,,,1,,,,,,,,0,,low_gt
990,991,space_shuttle,3791,space shuttle,weak,r,0.85,,,10,,,,,,,,0,,low_gt
991,992,sparkler_(fireworks),3799,sparkler,weak,r,0.85,,,9,,,,,,,,0,,low_gt
992,993,spatula,3802,spatula,high,f,0.85,,616,308,308,,,,,,,0,0.8125,unreachable
993,994,spear,2361,spear,weak,r,0.85,,,4,,,,,,,,0,,low_gt
994,995,spectacles,,,high,f,0.85,,,,,,,,,,,0,,unmapped
995,996,spice_rack,3812,spice rack,medium,c,0.85,0.325,90,45,45,44,7,38,1,0.8627,0.9778,1,1.0,ok
996,997,spider,3813,spider,medium,c,0.85,,,12,,,,,,,,0,,low_gt
997,998,crawfish,,,weak,r,0.85,,,,,,,,,,,0,,unmapped
998,999,sponge,3820,sponge,medium,c,0.85,,170,85,85,,,,,,,0,0.75,unreachable
999,1000,spoon,3821,spoon,high,f,0.85,0.39,2254,1127,1127,25,4,1123,1102,0.8621,0.0222,1,1.0,ok
1000,1001,sportswear,3828,sportswear,medium,c,0.85,,,11,,,,,,,,0,,low_gt
1001,1002,spotlight,,,medium,c,0.85,,,,,,,,,,,0,,unmapped
1002,1003,squid_(food),3844,squid,weak,r,0.85,,,1,,,,,,,,0,,low_gt
1003,1004,squirrel,3845,squirrel,medium,c,0.85,,,16,,,,,,,,0,,low_gt
1004,1005,stagecoach,3854,stagecoach,weak,r,0.85,,,1,,,,,,,,0,,low_gt
1005,1006,stapler_(stapling_machine),3865,stapler,medium,c,0.85,0.355,130,65,65,46,7,58,19,0.8679,0.7077,1,0.9524,ok
1006,1007,starfish,3868,starfish,medium,c,0.85,,,13,,,,,,,,0,,low_gt
1007,1008,statue_(sculpture),3876,statue,high,f,0.85,0.355,1310,655,655,264,39,616,391,0.8713,0.4031,1,1.0,ok
1008,1009,steak_(food),3877,steak,medium,c,0.85,0.345,102,51,51,49,8,43,2,0.8596,0.9608,1,1.0,ok
1009,1010,steak_knife,3878,steak knife,weak,r,0.85,,,1,,,,,,,,0,,low_gt
1010,1011,steering_wheel,3885,steering wheel,high,f,0.85,0.35,1346,673,673,143,25,648,530,0.8512,0.2125,1,0.9545,ok
1011,1012,stepladder,,,weak,r,0.85,,,,,,,,,,,0,,unmapped
1012,1013,step_stool,3888,step stool,medium,c,0.85,,72,36,36,,,,,,,0,0.8,unreachable
1013,1014,stereo_(sound_system),3889,stereo,medium,c,0.85,0.36,108,54,54,42,7,47,12,0.8571,0.7778,1,1.0,ok
1014,1015,stew,3891,stew,weak,r,0.85,,,5,,,,,,,,0,,low_gt
1015,1016,stirrer,3899,stirrer,weak,r,0.85,,,8,,,,,,,,0,,low_gt
1016,1017,stirrup,3900,stirrup,high,f,0.85,,610,305,305,,,,,,,0,0.5008,unreachable
1017,1018,stool,3909,stool,high,f,0.85,0.385,594,297,297,18,3,294,279,0.8571,0.0606,1,1.0,ok
1018,1019,stop_sign,3913,stop sign,high,f,0.85,0.335,2106,1053,1053,975,145,908,78,0.8705,0.9259,1,1.0,ok
1019,1020,brake_light,556,brake light,high,f,0.85,0.34,446,223,223,107,18,205,116,0.856,0.4798,1,1.0,ok
1020,1021,stove,3925,stove,high,f,0.85,0.34,2074,1037,1037,946,154,883,91,0.86,0.9122,1,1.0,ok
1021,1022,strainer,3928,strainer,medium,c,0.85,,126,63,63,,,,,,,0,0.6667,unreachable
1022,1023,strap,3930,strap,high,f,0.85,,3762,1881,1881,,,,,,,0,0.6458,unreachable
1023,1024,straw_(for_drinking),3931,straw,high,f,0.85,0.395,1014,507,507,6,1,506,501,0.8571,0.0118,1,0.8571,ok
1024,1025,strawberry,3933,strawberry,high,f,0.85,0.345,666,333,333,215,31,302,118,0.874,0.6456,1,1.0,ok
1025,1026,street_sign,3944,street sign,high,f,0.85,0.305,3822,1911,1911,1711,284,1627,200,0.8576,0.8953,1,1.0,ok
1026,1027,streetlight,,,high,f,0.85,,,,,,,,,,,0,,unmapped
1027,1028,string_cheese,3951,string cheese,weak,r,0.85,,,1,,,,,,,,0,,low_gt
1028,1029,stylus,3967,stylus,weak,r,0.85,,,5,,,,,,,,0,,low_gt
1029,1030,subwoofer,3974,subwoofer,weak,r,0.85,,,1,,,,,,,,0,,low_gt
1030,1031,sugar_bowl,3978,sugar bowl,weak,r,0.85,,,9,,,,,,,,0,,low_gt
1031,1032,sugarcane_(plant),,,weak,r,0.85,,,,,,,,,,,0,,unmapped
1032,1033,suit_(clothing),3981,suit,high,f,0.85,0.36,302,151,151,50,8,143,101,0.8621,0.3311,1,1.0,ok
1033,1034,sunflower,3991,sunflower,medium,c,0.85,0.33,164,82,82,46,5,77,36,0.902,0.561,1,1.0,ok
1034,1035,sunglasses,3994,sunglasses,high,f,0.85,,3862,1931,1931,,,,,,,0,0.8462,unreachable
1035,1036,sunhat,,,medium,c,0.85,,,,,,,,,,,0,,unmapped
1036,1037,surfboard,4009,surfboard,high,f,0.85,0.33,3790,1895,1895,1831,287,1608,64,0.8645,0.9662,1,1.0,ok
1037,1038,sushi,4014,sushi,medium,c,0.85,0.34,48,24,24,23,4,20,1,0.8519,0.9583,1,1.0,ok
1038,1039,mop,,,medium,c,0.85,,,,,,,,,,,0,,unmapped
1039,1040,sweat_pants,4025,sweat pant,medium,c,0.85,0.355,70,35,35,6,1,34,29,0.8571,0.1714,1,0.8571,ok
1040,1041,sweatband,4026,sweatband,medium,c,0.85,,138,69,69,,,,,,,0,0.6,unreachable
1041,1042,sweater,4027,sweater,high,f,0.85,0.37,1924,962,962,135,23,939,827,0.8544,0.1403,1,1.0,ok
1042,1043,sweatshirt,4028,sweatshirt,high,f,0.85,0.38,1176,588,588,18,1,587,570,0.9474,0.0306,1,1.0,ok
1043,1044,sweet_potato,4030,sweet potato,medium,c,0.85,0.36,42,21,21,14,2,19,7,0.875,0.6667,1,0.9231,ok
1044,1045,swimsuit,328,swimwear,high,f,0.85,0.335,1650,825,825,669,101,724,156,0.8688,0.8109,1,1.0,ok
1045,1046,sword,4042,sword,medium,c,0.85,,104,52,52,,,,,,,0,0.8333,unreachable
1046,1047,syringe,4047,syringe,weak,r,0.85,,,5,,,,,,,,0,,low_gt
1047,1048,Tabasco_sauce,4052,tabasco sauce,weak,r,0.85,,,5,,,,,,,,0,,low_gt
1048,1049,table-tennis_table,3061,table tennis table,weak,r,0.85,,,5,,,,,,,,0,,low_gt
1049,1050,table,1301,table,high,f,0.85,0.395,3720,1860,1860,54,7,1853,1806,0.8852,0.029,1,0.96,ok
1050,1051,table_lamp,1302,table lamp,medium,c,0.85,0.315,112,56,56,47,8,48,9,0.8545,0.8393,1,1.0,ok
1051,1052,tablecloth,4056,tablecloth,high,f,0.85,0.37,3164,1582,1582,120,18,1564,1462,0.8696,0.0759,1,1.0,ok
1052,1053,tachometer,4059,tachometer,weak,r,0.85,,,7,,,,,,,,0,,low_gt
1053,1054,taco,4061,taco,weak,r,0.85,,,2,,,,,,,,0,,low_gt
1054,1055,tag,,,high,f,0.85,,,,,,,,,,,0,,unmapped
1055,1056,taillight,3320,rear light,high,f,0.85,0.38,3770,1885,1885,271,43,1842,1614,0.8631,0.1438,1,0.9259,ok
1056,1057,tambourine,4069,tambourine,weak,r,0.85,,,1,,,,,,,,0,,low_gt
1057,1058,army_tank,137,army tank,weak,r,0.85,,,5,,,,,,,,0,,low_gt
1058,1059,tank_(storage_vessel),3918,tank,high,f,0.85,,274,137,137,,,,,,,0,0.8182,unreachable
1059,1060,tank_top_(clothing),,,high,f,0.85,,,,,,,,,,,0,,unmapped
1060,1061,tape_(sticky_cloth_or_paper),4072,tape,high,f,0.85,0.37,268,134,134,39,6,128,95,0.8667,0.291,1,0.9375,ok
1061,1062,tape_measure,2604,measuring tape,medium,c,0.85,0.36,58,29,29,16,2,27,13,0.8889,0.5517,1,1.0,ok
1062,1063,tapestry,4073,tapestry,medium,c,0.85,0.335,44,22,22,13,2,20,9,0.8667,0.5909,1,1.0,ok
1063,1064,tarp,4076,tarp,high,f,0.85,0.38,1044,522,522,24,4,518,498,0.8571,0.046,1,0.8571,ok
1064,1065,tartan,3087,plaid,medium,c,0.85,,100,50,50,,,,,,,0,0.8182,unreachable
1065,1066,tassel,4078,tassel,medium,c,0.85,,136,68,68,,,,,,,0,0.7059,unreachable
1066,1067,tea_bag,4085,tea bag,medium,c,0.85,,,16,,,,,,,,0,,low_gt
1067,1068,teacup,4092,teacup,medium,c,0.85,0.37,80,40,40,6,1,39,34,0.8571,0.15,1,0.8571,ok
1068,1069,teakettle,,,medium,c,0.85,,,,,,,,,,,0,,unmapped
1069,1070,teapot,,,high,f,0.85,,,,,,,,,,,0,,unmapped
1070,1071,teddy_bear,,,high,f,0.85,,,,,,,,,,,0,,unmapped
1071,1072,telephone,3028,phone,high,f,0.85,,1544,772,772,,,,,,,0,0.8,unreachable
1072,1073,telephone_booth,,,medium,c,0.85,,,,,,,,,,,0,,unmapped
1073,1074,telephone_pole,4102,telegraph pole,high,f,0.85,0.35,2030,1015,1015,427,72,943,588,0.8557,0.4207,1,1.0,ok
1074,1075,telephoto_lens,4103,zoom lens,weak,r,0.85,,,1,,,,,,,,0,,low_gt
1075,1076,television_camera,4106,television camera,medium,c,0.85,,130,65,65,,,,,,,0,0.5952,unreachable
1076,1077,television_set,,,high,f,0.85,,,,,,,,,,,0,,unmapped
1077,1078,tennis_ball,,,high,f,0.85,,,,,,,,,,,0,,unmapped
1078,1079,tennis_racket,4117,tennis racket,high,f,0.85,0.31,3954,1977,1977,1959,326,1651,18,0.8573,0.9909,1,1.0,ok
1079,1080,tequila,4119,tequila,weak,r,0.85,,,2,,,,,,,,0,,low_gt
1080,1081,thermometer,4137,thermometer,medium,c,0.85,,58,29,29,,,,,,,0,0.8333,unreachable
1081,1082,thermos_bottle,4139,thermos bottle,medium,c,0.85,,72,36,36,,,,,,,0,0.8,unreachable
